,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,tree 10,tree 11,tree 12,tree 13,tree 14,tree 15,tree 16,tree 17,tree 18,tree 19,tree 20,tree 21,tree 22,tree 23,tree 24,tree 25,tree 26,tree 27,tree 28,tree 29,tree 30,tree 31,tree 32,tree 33,tree 34,tree 35,tree 36,tree 37,tree 38,tree 39,tree 40,tree 41,tree 42,tree 43,tree 44,tree 45,tree 46,tree 47,tree 48,tree 49,tree 50,tree 51,tree 52,tree 53,tree 54,tree 55,tree 56,tree 57,tree 58,tree 59,tree 60,tree 61,tree 62,tree 63,tree 64,tree 65,tree 66,tree 67,tree 68,tree 69,tree 70,tree 71,tree 72,tree 73,tree 74,tree 75,tree 76,tree 77,tree 78,tree 79,tree 80,tree 81,tree 82,tree 83,tree 84,tree 85,tree 86,tree 87,tree 88,tree 89,tree 90,tree 91,tree 92,tree 93,tree 94,tree 95,tree 96,tree 97,tree 98,tree 99,tree 100,Average
Belgica_antarctica,-0.022620266,-0.020981581,-0.020652403,-0.021352219,-0.01953938,-0.015495818,-0.027230328,-0.022492306,-0.030121934,-0.019150979,-0.015673251,-0.021612817,-0.023101593,-0.016832349,-0.019879261,-0.012950454,-0.020702667,-0.020432199,-0.01893406,-0.023197508,-0.019860745,-0.019566649,-0.024744882,-0.015368345,-0.022706575,-0.018779021,-0.014026082,-0.021436319,-0.022357972,-0.017319287,-0.019125177,-0.012897075,-0.035913624,-0.012433981,-0.019434752,-0.019040542,-0.010483354,-0.01564492,-0.015381671,-0.023152451,-0.021482224,-0.021503933,-0.028213476,-0.032715959,-0.021110132,-0.025576385,-0.01684347,-0.020784582,-0.017724945,-0.029523177,-0.015032536,-0.02203773,-0.031716523,-0.017263418,-0.017243699,-0.015856435,-0.019737782,-0.02311468,-0.018095218,-0.021626641,-0.02152025,-0.01828111,-0.023347543,-0.013234331,-0.0194461,-0.030090549,-0.017035137,-0.018449658,-0.025070904,-0.025121556,-0.019041063,-0.010797805,-0.019183743,-0.011475562,-0.029329506,-0.028099903,-0.025912818,-0.029624851,-0.024726419,-0.023577654,-0.016444344,-0.022164775,-0.026841002,-0.018197575,-0.017152759,-0.025632408,-0.015909409,-0.018393792,-0.016263126,-0.016317856,-0.016451485,-0.024027451,-0.015874663,-0.018761975,-0.024298278,-0.011947437,-0.018741258,-0.029193446,-0.017306808,-0.017992895,-0.020511089
Chironomus_riparius,-0.066437563,-0.095241819,-0.086698157,-0.101267525,-0.112148205,-0.044015253,-0.049174956,-0.037898367,-0.066191418,-0.049507972,-0.28531435,-0.059677712,-0.04335264,-0.052208389,-0.044799319,-0.226406591,-0.05733834,-0.068250096,-0.074460572,-0.05855952,-0.043757402,-0.074120055,-0.024744882,-0.069731806,-0.037458613,-0.101785907,-0.050625443,-0.072095205,-0.061460112,-0.042050217,-0.066663559,-0.033041649,-0.035913624,-0.028822478,-0.067048869,-0.044245361,-0.098385446,-0.084968863,-0.043078276,-0.055867837,-0.075180843,-0.051489758,-0.051832873,-0.110523119,-0.065259229,-0.025576385,-0.064340783,-0.077605295,-0.030624963,-0.106576751,-0.04315203,-0.090954927,-0.031716523,-0.068479958,-0.082637719,-0.061016096,-0.066965249,-0.088784024,-0.041746965,-0.10163566,-0.318457655,-0.073272474,-0.04276644,-0.053160761,-0.034877267,-0.080065361,-0.072967765,-0.142865518,-0.067111236,-0.368262301,-0.068422385,-0.153340148,-0.32358823,-0.126085831,-0.341689168,-0.13349915,-0.064085968,-0.048768337,-0.074757294,-0.059296688,-0.07713672,-0.022164775,-0.026841002,-0.041994715,-0.06167557,-0.060063931,-0.064023584,-0.267453083,-0.064465263,-0.078228732,-0.052488789,-0.055150209,-0.051047689,-0.061828256,-0.024298278,-0.136914318,-0.069576474,-0.267642943,-0.06142397,-0.141078073,-0.084837499
Clunio_marinus,-0.066437563,-0.095241819,-0.086698157,-0.101267525,-0.112148205,-0.044015253,-0.074188785,-0.140768282,-0.13977343,-0.049507972,-0.28531435,-0.059677712,-0.214996119,-0.206407576,-0.116860137,-0.226406591,-0.172939867,-0.085805898,-0.074460572,-0.087146329,-0.470551621,-0.268928676,-0.083160256,-0.069731806,-0.06647746,-0.101785907,-5.96866654,-0.072095205,-0.075043705,-0.063635063,-0.118685697,-0.033041649,-0.050096744,-0.128424278,-0.067048869,-0.058162572,-0.098385446,-0.084968863,-1.018193258,-0.068518553,-0.075180843,-0.051489758,-0.063261988,-0.110523119,-0.074724871,-0.100526924,-0.069278459,-0.145397979,-0.479240263,-0.106576751,-0.081271298,-0.090954927,-0.065791443,-1.629271675,-0.095613914,-0.061016096,-0.20013983,-0.103533413,-0.041746965,-0.10163566,-0.318457655,-0.342770934,-0.088084538,-0.074946233,-0.043307126,-0.080065361,-0.240884118,-0.142865518,-0.547018929,-0.368262301,-0.911568559,-0.153340148,-0.32358823,-0.126085831,-0.341689168,-0.13349915,-0.131580017,-0.048768337,-0.074757294,-0.059296688,-0.453117067,-0.046264154,-0.061060972,-0.096611025,-0.083852321,-0.060063931,-0.074968884,-0.267453083,-0.095888659,-0.078228732,-0.052488789,-0.076157423,-0.051047689,-0.22596564,-0.041108821,-0.263975777,-0.069576474,-0.267642943,-0.676356272,-0.141078073,-0.228865834
Chironomus_tentans,-0.065639195,-0.045658774,-0.02213213,-0.058064509,-0.045891244,-0.041304228,-0.074188785,-0.140768282,-0.13977343,-0.040053768,-0.056164327,-0.050891467,-0.214996119,-0.206407576,-0.116860137,-0.048599047,-0.172939867,-0.085805898,-0.03925972,-0.087146329,-0.470551621,-0.268928676,-0.083160256,-0.050927438,-0.06647746,-0.091613951,-5.96866654,-0.05528121,-0.075043705,-0.063635063,-0.118685697,-0.016992214,-0.050096744,-0.128424278,-0.051134896,-0.058162572,-0.037334584,-0.04583842,-1.018193258,-0.068518553,-0.018517966,-0.041160083,-0.063261988,-0.083850675,-0.074724871,-0.100526924,-0.069278459,-0.145397979,-0.479240263,-0.081822717,-0.081271298,-0.049937496,-0.065791443,-1.629271675,-0.095613914,-0.033611731,-0.20013983,-0.103533413,-0.031472661,-0.06728084,-0.042361723,-0.342770934,-0.088084538,-0.074946233,-0.043307126,-0.026089904,-0.240884118,-0.104077334,-0.547018929,-0.066683396,-0.911568559,-0.05300188,-0.043412903,-0.052391785,-0.085249475,-0.104778742,-0.131580017,-0.039873187,-0.027226593,-0.037047554,-0.453117067,-0.046264154,-0.061060972,-0.096611025,-0.083852321,-0.033876627,-0.074968884,-0.100960331,-0.095888659,-0.077861828,-0.024476757,-0.076157423,-0.050486914,-0.22596564,-0.041108821,-0.263975777,-0.060715148,-0.046646038,-0.676356272,-0.054163635,-0.197627874
Bactrocera_dorsalis,-0.062830904,-0.040933701,-0.043788333,-0.064965762,-0.028710502,-0.020728514,-0.066369888,-0.071399249,-0.034702351,-0.028367502,-0.073261284,-0.066447254,-0.095177263,-0.0707432,-0.083874173,-0.045500036,-0.047088246,-0.030117702,-0.033890275,-0.0585365,-0.057069819,-0.047050153,-0.074846485,-0.037812009,-0.054821162,-0.057603992,-0.035898864,-0.053194214,-0.061209905,-0.045846152,-0.030288798,-0.060948263,-0.07341079,-0.035961555,-0.05060514,-0.049106581,-0.089338532,-0.035167384,-0.057045531,-0.069695071,-0.058418069,-0.047639991,-0.070242628,-0.051726268,-0.065410788,-0.066700574,-0.042658711,-0.084461997,-0.04698921,-0.040006254,-0.052754349,-0.039907061,-0.040682442,-0.029436037,-0.038586886,-0.052874634,-0.039421874,-0.04274983,-0.06317739,-0.072052614,-0.054399887,-0.053202454,-0.046357421,-0.107204639,-0.034187336,-0.064374864,-0.052039633,-0.039777615,-0.037663632,-0.085687591,-0.074039801,-0.044863446,-0.1424168,-0.056918955,-0.030745486,-0.064328903,-0.070042225,-0.043713194,-0.049922423,-0.047705111,-0.046022447,-0.034570227,-0.04937138,-0.054401643,-0.043412142,-0.06353596,-0.056619153,-0.046371099,-0.06175929,-0.070776806,-0.068597605,-0.044790267,-0.057230861,-0.063721971,-0.051840101,-0.038279511,-0.075906767,-0.047174529,-0.029949216,-0.043085355,-0.054372584
Bactrocera_latifrons,-0.080997901,-0.076706876,-0.056297489,-0.064965762,-0.039302283,-0.02422433,-0.110145889,-0.100168387,-0.05963866,-0.068097396,-0.085647491,-0.086049133,-0.139512461,-0.0707432,-0.083874173,-0.051436592,-0.054551232,-0.030117702,-0.048529407,-0.080671647,-0.085506884,-0.065889898,-0.090653417,-0.056476921,-0.082750718,-0.089592613,-0.049817116,-0.086707149,-0.061209905,-0.074099331,-0.077987378,-0.086612191,-0.07341079,-0.089655833,-0.068555078,-0.049106581,-0.112003868,-0.056672697,-0.079278564,-0.087908632,-0.079063812,-0.126382761,-0.083699104,-0.069149731,-0.085895612,-0.134028863,-0.074351757,-0.150742831,-0.059144915,-0.05033604,-0.068188909,-0.063737739,-0.057621462,-0.063886195,-0.046644814,-0.069034159,-0.059747211,-0.08812093,-0.107215351,-0.097750665,-0.089091729,-0.06707347,-0.061147371,-0.107204639,-0.064566382,-0.121352848,-0.054561218,-0.062915888,-0.050377343,-0.101159076,-0.098280925,-0.061508114,-0.1424168,-0.070462852,-0.043220675,-0.13830842,-0.070042225,-0.073914874,-0.058183195,-0.063382704,-0.078093813,-0.041343256,-0.094052473,-0.070297478,-0.064464515,-0.091864451,-0.083573952,-0.089150799,-0.083816632,-0.08026761,-0.086617296,-0.103722272,-0.057230861,-0.105765563,-0.061433935,-0.077528376,-0.117031151,-0.084952294,-0.053042225,-0.076876109,-0.077706122
Bactrocera_tryoni,-0.080997901,-0.076706876,-0.056297489,-0.041898859,-0.039302283,-0.02422433,-0.110145889,-0.100168387,-0.05963866,-0.068097396,-0.085647491,-0.086049133,-0.139512461,-0.047837253,-0.051372966,-0.051436592,-0.054551232,-0.029581036,-0.048529407,-0.080671647,-0.085506884,-0.065889898,-0.090653417,-0.056476921,-0.082750718,-0.089592613,-0.049817116,-0.086707149,-0.053221674,-0.074099331,-0.077987378,-0.086612191,-0.050570187,-0.089655833,-0.068555078,-0.041794318,-0.112003868,-0.056672697,-0.079278564,-0.087908632,-0.079063812,-0.126382761,-0.083699104,-0.069149731,-0.085895612,-0.134028863,-0.074351757,-0.150742831,-0.059144915,-0.05033604,-0.068188909,-0.063737739,-0.057621462,-0.063886195,-0.046644814,-0.069034159,-0.059747211,-0.08812093,-0.107215351,-0.097750665,-0.089091729,-0.06707347,-0.061147371,-0.052139776,-0.064566382,-0.121352848,-0.054561218,-0.062915888,-0.050377343,-0.101159076,-0.098280925,-0.061508114,-0.059373543,-0.070462852,-0.043220675,-0.13830842,-0.052922998,-0.073914874,-0.058183195,-0.063382704,-0.078093813,-0.041343256,-0.094052473,-0.070297478,-0.064464515,-0.091864451,-0.083573952,-0.089150799,-0.083816632,-0.08026761,-0.086617296,-0.103722272,-0.03595392,-0.105765563,-0.061433935,-0.077528376,-0.117031151,-0.084952294,-0.053042225,-0.076876109,-0.074769561
Bactrocera_oleae,-0.042188768,-0.018606956,-0.023830074,-0.024866602,-0.019778468,-0.016316094,-0.041837974,-0.035501726,-0.033701551,-0.019008638,-0.02284245,-0.046018199,-0.023314965,-0.020572925,-0.029937521,-0.023386365,-0.03805398,-0.011804057,-0.019827972,-0.037143486,-0.02302842,-0.02870038,-0.04992014,-0.01017637,-0.023725244,-0.028318495,-0.021924552,-0.030558834,-0.03722609,-0.020164395,-0.015156328,-0.039809261,-0.008425355,-0.021196595,-0.035469343,-0.025961944,-0.049456577,-0.022888345,-0.020014715,-0.02035069,-0.032002414,-0.03104461,-0.031418015,-0.035314006,-0.052994158,-0.037168053,-0.021326724,-0.021431004,-0.01689368,-0.030789603,-0.028382303,-0.017212814,-0.021959229,-0.01745494,-0.020468221,-0.027933114,-0.027639143,-0.025944694,-0.006526551,-0.0349044,-0.042015707,-0.025153589,-0.029030125,-0.028674721,-0.018942009,-0.029259128,-0.032165426,-0.019375364,-0.025018964,-0.033635535,-0.036175421,-0.033457361,-0.046222304,-0.027818574,-0.011290979,-0.026377212,-0.02967348,-0.039477927,-0.033301955,-0.022052159,-0.020759082,-0.024129853,-0.029702587,-0.035018345,-0.022124463,-0.040682468,-0.034746985,-0.027394212,-0.01039162,-0.025836516,-0.05316982,-0.032743368,-0.021235626,-0.030722081,-0.020567757,-0.023598056,-0.03123636,-0.032588021,-0.022990252,-0.036076298,-0.027846502
Zeugodacus_cucurbitae,0.014348269,0.011282682,0.001287067,0.008609171,0.000172498,0.007513936,-0.004371419,0.009487193,0.009152215,0.008726613,0.015929425,0.010604446,0.006728992,0.011013574,0.013557946,0.015486621,0.005077506,0.007960713,0.00342566,0.014667387,0.012334117,0.008064819,0.012286594,0.006172014,0.008629982,-0.001569716,0.008539305,0.021716701,0.004639099,0.01239839,0.014616611,-0.011717651,0.011685703,0.005237292,-0.001386408,-0.003985717,-0.003215874,0.005907314,0.004666647,0.015519001,0.002911045,0.004969128,0.003202557,0.008500009,0.016752528,0.015856706,0.01532192,0.018192752,0.004961994,0.014099208,0.013396451,0.00084601,0.007913233,0.013350348,0.004640025,0.006062058,0.005126151,0.014005494,0.005556195,0.004212263,0.001741673,0.007841222,0.010143824,-0.00247639,0.008728099,0.006163847,0.014408934,0.009929115,0.007591541,0.0025159,0.013741037,0.007454562,0.013109819,0.008327939,0.003806037,-0.004818812,0.014879215,0.011510987,0.009222063,0.008136943,0.007878066,0.00848675,0.011519536,0.009348035,0.005409656,0.000500905,0.012127358,0.008514386,0.012468398,0.009310997,0.007020684,0.009214519,0.011166988,0.003526935,0.003235053,0.012844552,-0.004237543,0.005538031,0.002885907,0.008451398,0.00778243
Ceratitis_capitata,0.028525339,0.028128315,0.02793549,0.030152553,0.023988858,0.022179696,0.032808172,0.027140969,0.023199018,0.0213516,0.034979074,0.029265955,0.029708732,0.028307573,0.026370479,0.027521422,0.02562139,0.024050161,0.02658531,0.027491664,0.023180719,0.019918814,0.028197792,0.023783495,0.037793519,0.0294913,0.02578104,0.02908373,0.018916751,0.0248289,0.029229584,0.018101076,0.02459711,0.024450106,0.024567294,0.024644603,0.026163255,0.027244427,0.020486917,0.034590515,0.032005719,0.029663267,0.026134629,0.028180023,0.032662827,0.035351187,0.028307499,0.033199549,0.026890358,0.029908908,0.026662148,0.021759118,0.027732945,0.024768388,0.024560242,0.026438609,0.025114897,0.031496758,0.032834266,0.029078376,0.019775256,0.026057467,0.027668311,0.033470222,0.022833437,0.032455375,0.024661677,0.031049484,0.024517412,0.023609322,0.033548057,0.026949355,0.027791634,0.025515223,0.024487756,0.026129281,0.030151424,0.033148401,0.022225252,0.025670876,0.023886176,0.027763837,0.027285367,0.03354031,0.027533113,0.023992429,0.027953413,0.028546499,0.026822504,0.028905413,0.024725691,0.027374033,0.031400686,0.023881477,0.028399672,0.032139581,0.035448592,0.028004343,0.024934229,0.02804094,0.02735406
Rhagoletis_zephyria,0.025184859,0.025771677,0.026006762,0.027833299,0.021659007,0.021133191,0.02904288,0.023221533,0.020509286,0.020189236,0.028077575,0.026616973,0.024640166,0.024642968,0.022932945,0.022290237,0.021985369,0.019914072,0.024169909,0.023221463,0.021833981,0.028009962,0.026125377,0.021988417,0.029837103,0.024349279,0.025026233,0.024253183,0.017179685,0.021593507,0.026833226,0.013094615,0.022227807,0.020661444,0.02054079,0.022164649,0.023909431,0.025070726,0.02372781,0.031962138,0.028128168,0.025071308,0.024187798,0.024861031,0.029651241,0.031089875,0.025861216,0.028754779,0.023902144,0.024074417,0.023585763,0.017872328,0.023247377,0.024047929,0.02223932,0.019401057,0.022099379,0.027213845,0.026855061,0.023509371,0.027680865,0.024139178,0.026193128,0.030880126,0.021207283,0.028937217,0.023513136,0.023580325,0.020866491,0.031791751,0.031024231,0.025676488,0.023599524,0.022060932,0.021690103,0.023833429,0.025501162,0.029843051,0.025109271,0.023273962,0.021084796,0.024096578,0.025904764,0.028163336,0.023970859,0.026226047,0.024055097,0.022168679,0.023989263,0.026841288,0.032578788,0.02471323,0.027413878,0.028179966,0.023774793,0.028410985,0.032202511,0.026387993,0.022550562,0.02510348,0.024733047
Teleopsis_dalmanni,0.023527284,0.02464174,0.025412822,0.026088602,0.020050161,0.021165855,0.023958147,0.021536349,0.017882117,0.020134271,0.028207326,0.024467574,0.022726993,0.023905882,0.02186354,0.021085186,0.020210328,0.019997777,0.024169909,0.020879737,0.019352691,0.025957114,0.023433242,0.020683583,0.026192923,0.020770698,0.023780863,0.022662362,0.013978534,0.018413841,0.025197261,0.007982631,0.020836024,0.017723141,0.020122632,0.020478794,0.021642863,0.022783795,0.020009225,0.030838617,0.023729058,0.02242611,0.021075656,0.023716671,0.028560848,0.024295712,0.024590042,0.02511068,0.022183347,0.02363741,0.020275433,0.015627267,0.02205799,0.02426219,0.020948777,0.016190961,0.021125124,0.023989247,0.02530303,0.022338241,0.02356955,0.022618207,0.025314945,0.024043772,0.019984866,0.024938676,0.022145644,0.02097985,0.019361153,0.024988607,0.029246727,0.022377877,0.021323833,0.020594195,0.021447057,0.022488425,0.021723522,0.029239077,0.020835503,0.022841738,0.020215157,0.023729552,0.024065608,0.025406543,0.021907329,0.022456191,0.021640879,0.019589917,0.023225182,0.023952484,0.022316238,0.022922324,0.025908269,0.02495359,0.022791742,0.02845253,0.025748283,0.023457767,0.021219814,0.023153778,0.022533726
Glossina_austeni,0.846555067,0.13973809,0.407249464,0.196849343,0.038357543,0.498112921,0.024753095,0.04079112,1.423766334,0.281881779,0.480164834,0.358736181,0.041840554,0.195359491,0.038680331,0.072270251,1.04245477,0.580905898,0.22144629,0.028299934,0.044679877,0.030300856,0.616583569,0.046862929,0.028864964,0.020838638,0.19404786,0.040454477,0.046341194,0.04350938,0.053788884,0.393994245,0.054294416,1.264416497,0.08826344,0.513427153,0.386156837,0.020700604,0.043051644,0.148517739,0.067535046,0.035226978,0.24878868,0.273213596,0.407170267,0.439768009,0.268802656,1.226372287,0.996356653,0.448698718,0.048902082,0.031140274,0.280967694,0.209703922,0.110312933,0.030705564,0.202722444,0.046756166,0.256877538,1.857021638,0.028127296,0.027671293,0.248686513,0.026774907,0.109653542,0.553291854,0.026517191,0.227563844,0.340082109,0.034321793,0.11804671,0.018099275,0.028557404,0.168430523,0.188972601,0.089619194,0.035777125,0.903819565,0.567747701,0.416664738,0.020693943,0.069694475,0.032791928,0.042927119,0.030242873,0.254141329,0.027462543,0.029766701,0.357342266,0.090791426,0.201233335,0.222217429,0.310070661,0.025925909,0.036920818,0.266603915,0.379408248,0.037294845,0.041445274,0.492507793,0.256522596
Glossina_pallidipes,0.846555067,0.13973809,0.407249464,0.196849343,0.038357543,0.498112921,0.024753095,0.04079112,1.423766334,0.281881779,0.480164834,0.358736181,0.041840554,0.195359491,0.038680331,0.867660252,1.04245477,0.580905898,0.22144629,0.028299934,0.044679877,0.030300856,0.616583569,0.046862929,0.028864964,0.020838638,0.19404786,0.040454477,0.046341194,0.04350938,0.053788884,0.393994245,0.054294416,1.264416497,0.211523658,0.513427153,0.386156837,0.020700604,0.043051644,1.615975728,0.067535046,0.035226978,0.24878868,0.273213596,0.407170267,0.439768009,0.268802656,1.226372287,0.996356653,0.448698718,0.048902082,0.031140274,0.280967694,0.209703922,0.110312933,0.030705564,0.202722444,0.046756166,0.256877538,1.857021638,0.028127296,0.027671293,0.248686513,0.026774907,0.293496582,0.553291854,0.026517191,0.227563844,0.340082109,0.034321793,0.120620725,0.018099275,0.028557404,0.593713572,0.188972601,0.089619194,0.035777125,0.903819565,0.567747701,0.416664738,0.020693943,2.8639712,0.032791928,0.042927119,0.030242873,0.254141329,0.027462543,0.029766701,0.357342266,5.112066438,2.282946039,0.222217429,0.310070661,0.025925909,0.036920818,0.266603915,0.379408248,0.037294845,0.041445274,0.492507793,0.385473324
Glossina_fuscipes,0.836542927,0.078492101,0.114288338,0.092535934,0.018271693,0.125168177,0.02073137,0.021714917,0.072529024,0.10818943,0.168913946,0.091844497,0.030623761,0.09668661,0.032724143,0.867660252,0.121667977,1.050727321,2.840965169,0.022920444,0.027989932,0.019856649,0.783944927,0.029227045,0.024787345,0.020021191,0.885081939,0.026966873,0.032953005,0.022467052,0.034374256,0.091826807,0.022931666,0.098854675,0.211523658,0.869514094,0.104639896,0.019835009,0.032599927,1.615975728,0.036055787,0.022499529,0.109792374,0.711717542,0.087544774,0.134343722,0.111802666,0.124189694,0.115810006,0.088915943,0.023684882,0.015895418,0.07877963,0.076235907,0.073556359,0.024885667,0.07835581,0.023177968,0.09273167,3.547097632,0.019641206,0.021704463,0.11379895,0.019540955,0.293496582,0.101880422,0.017259238,0.106236728,0.107301197,0.016195286,0.120620725,0.017319484,0.018754999,0.593713572,0.652136589,0.073240155,0.029376117,0.106571569,0.067060989,0.121721317,0.018731294,2.8639712,0.026670737,0.022929618,0.018124367,0.087096317,0.02229257,0.021928045,0.09410829,5.112066438,2.282946039,0.131728129,0.086500947,0.021185782,0.030180674,0.095797561,0.09552185,0.023145655,0.029115664,0.092253588,0.31159508
Glossina_palpalis,0.836542927,0.521865632,0.463025059,1.160429383,-0.017676497,1.561414561,-0.019235256,-0.032929801,1.242806898,0.257317307,1.696016669,0.276135425,-0.046781275,0.234829284,-0.049608587,0.076046892,1.238497409,1.050727321,2.840965169,-0.054960087,-0.021657327,-0.019559859,0.783944927,-0.005723145,-0.033393216,-0.029413088,0.885081939,-0.059580631,-0.078099666,-0.043499101,-0.088145189,2.822151299,-0.008129038,0.51491612,0.083768107,0.869514094,1.243912806,-0.02053848,-0.025821891,0.168920614,-0.024829539,-0.012872408,2.761925504,0.711717542,0.573491389,0.166186093,0.532384958,0.454484346,0.148072134,0.983551137,-0.04027575,-0.047454941,0.457168475,0.360050805,0.675787353,-0.009046977,1.786192574,-0.01791636,0.148901358,3.547097632,-0.021205813,-0.027678759,0.767318744,0.004405452,0.084989501,0.358019658,-0.016428897,0.626391586,1.128392701,-0.006802535,0.216546953,-0.010864361,-0.019791652,0.120678911,0.652136589,0.659006687,-0.014683892,1.049265472,0.62850512,0.622107221,-0.030089872,0.075016919,-0.024528223,-0.018186796,-0.012999404,0.764388277,-0.03796525,-0.018463885,3.077957882,0.124904311,0.162275077,0.927676871,0.991824319,-0.100681936,-0.021183454,1.357984356,1.039825159,-0.009739158,-0.016581602,0.812920076,0.491733554
Glossina_morsitans,0.074964122,0.521865632,0.463025059,1.160429383,-0.017676497,1.561414561,-0.019235256,-0.032929801,1.242806898,0.257317307,1.696016669,0.276135425,-0.046781275,0.234829284,-0.049608587,0.06906437,1.238497409,0.068861159,0.063704383,-0.054960087,-0.021657327,-0.019559859,0.069412421,-0.005723145,-0.033393216,-0.029413088,0.090793732,-0.059580631,-0.078099666,-0.043499101,-0.088145189,2.822151299,-0.008129038,0.51491612,0.083768107,0.068167945,1.243912806,-0.02053848,-0.025821891,0.168920614,-0.024829539,-0.012872408,2.761925504,0.070482993,0.573491389,0.166186093,0.532384958,0.454484346,0.148072134,0.983551137,-0.04027575,-0.047454941,0.457168475,0.360050805,0.675787353,-0.009046977,1.786192574,-0.01791636,0.148901358,0.060662588,-0.021205813,-0.027678759,0.767318744,0.004405452,0.084989501,0.358019658,-0.016428897,0.626391586,1.128392701,-0.006802535,0.216546953,-0.010864361,-0.019791652,0.120678911,0.08322748,0.659006687,-0.014683892,1.049265472,0.62850512,0.622107221,-0.030089872,0.075016919,-0.024528223,-0.018186796,-0.012999404,0.764388277,-0.03796525,-0.018463885,3.077957882,0.076059591,0.090029501,0.927676871,0.991824319,-0.100681936,-0.021183454,1.357984356,1.039825159,-0.009739158,-0.016581602,0.812920076,0.375178313
Glossina_brevipalpis,0.061263727,0.047109015,0.042663815,0.040875155,0.248981857,0.064809378,0.221887913,0.268192544,0.043472636,0.051704115,0.060788578,0.049932616,0.18517424,0.055646968,0.372232471,0.04638573,0.033983303,0.046071791,0.0453296,1.109691961,0.319504959,0.27340465,0.045261493,0.356838837,0.245053144,0.177096662,0.053533611,0.520895348,0.172459126,0.864854044,0.674028615,0.03356707,0.271231,0.044887673,0.051685007,0.040230614,0.041686761,0.529937225,0.084799759,0.056883106,0.507147886,0.183436527,0.043616489,0.047914568,0.047929975,0.054713932,0.060044801,0.051210298,0.06805377,0.047370274,0.578626746,0.082458021,0.037741604,0.032977831,0.040434982,0.494485316,0.040792507,0.306079779,0.044975042,0.04767157,0.253234647,0.525049397,0.033548785,0.482268517,0.044817591,0.054369845,0.37158683,0.043978707,0.045610251,0.639312632,0.061611515,0.259143864,0.130004505,0.062362072,0.062876658,0.039141884,0.118839449,0.041737761,0.039577177,0.034411167,0.24340783,0.050945298,0.115489491,0.142285259,0.24237803,0.052057349,0.29438702,0.439092198,0.043452178,0.051910654,0.046460375,0.051959599,0.056398967,0.653244973,0.676166674,0.061014575,0.064091515,0.810740642,0.2486294,0.052805282,0.185121186
Lucilia_cuprina,0.039399381,0.042346855,0.039334827,0.038425013,0.248981857,0.034441009,0.221887913,0.268192544,0.028911094,0.025169567,0.03899773,0.026883357,0.18517424,0.061441828,0.372232471,0.040595025,0.03174954,0.034713764,0.030363399,1.109691961,0.319504959,0.27340465,0.049393609,0.356838837,0.245053144,0.177096662,0.042523238,0.520895348,0.172459126,0.864854044,0.674028615,0.081582902,0.271231,0.023929586,0.021742916,0.030905721,0.026525684,0.529937225,0.594788757,0.037333769,0.507147886,0.183436527,0.03123671,0.089359219,0.033964438,0.060398738,0.072984539,0.049386873,0.0281643,0.044001316,0.578626746,0.082458021,0.029614902,0.032950911,0.025619988,0.494485316,0.036402665,0.306079779,0.035991652,0.044140433,0.253234647,0.525049397,0.032907514,0.482268517,0.050499657,0.042887026,0.37158683,0.045341274,0.037565917,0.639312632,0.0521566,0.259143864,0.766449597,0.035129838,0.03738384,0.029479502,0.118839449,0.026970207,0.039578347,0.03651845,0.24340783,0.036567955,0.115489491,0.975922596,0.24237803,0.037504984,0.29438702,0.439092198,0.028287162,0.031644877,0.027560235,0.034649773,0.039983451,0.653244973,0.676166674,0.038746769,0.036640739,0.810740642,0.2486294,0.038204324,0.199309664
Paykullia_maculata,0.039399381,0.042346855,0.039334827,0.038425013,0.126781319,0.034441009,12.46268413,0.356927862,0.028911094,0.025169567,0.03899773,0.026883357,0.121438241,0.061441828,0.08424627,0.040595025,0.03174954,0.034713764,0.030363399,0.110115418,0.10709023,0.080955467,0.049393609,0.107575817,0.891676593,0.081486347,0.042523238,0.128961966,0.752079171,0.094361517,0.425932265,0.081582902,0.65130694,0.023929586,0.021742916,0.030905721,0.026525684,0.091535786,0.594788757,0.037333769,0.123656044,0.086446921,0.03123671,0.089359219,0.033964438,0.060398738,0.072984539,0.049386873,0.0281643,0.044001316,0.426713551,0.050663873,0.029614902,0.032950911,0.025619988,0.084048815,0.036402665,0.082522903,0.035991652,0.044140433,0.112509628,0.150101981,0.032907514,0.083438772,0.050499657,0.042887026,0.078990655,0.045341274,0.037565917,0.076055499,0.0521566,0.087925263,0.766449597,0.035129838,0.03738384,0.029479502,0.073899309,0.026970207,0.039578347,0.03651845,0.057462011,0.036567955,0.779432338,0.975922596,0.112843177,0.037504984,0.077641893,0.097165295,0.028287162,0.031644877,0.027560235,0.034649773,0.039983451,1.130098972,0.487829254,0.038746769,0.036640739,0.160676223,0.571962374,0.038204324,0.26261536
